"","st","countyid","county_name","fcc_broadband","usage"
"1","AL","001","Autauga County","0.8057","0.391"
"2","AL","003","Baldwin County","0.8362","0.452"
"3","AL","005","Barbour County","0.6891","0.324"
"4","AL","007","Bibb County","0.3368","0.136"
"5","AL","009","Blount County","0.758","0.199"
"6","AL","011","Bullock County","0.9363","0.157"
"7","AL","013","Butler County","0.6814","0.183"
"8","AL","015","Calhoun County","0.9298","0.419"
"9","AL","017","Chambers County","0.8453","0.501"
"10","AL","019","Cherokee County","0.9892","0.125"
"11","AL","021","Chilton County","0.6345","0.104"
"12","AL","023","Choctaw County","0.2147","0.035"
"13","AL","025","Clarke County","0.5585","0.092"
"14","AL","027","Clay County","0.4291","0.081"
"15","AL","029","Cleburne County","0.1731","0.1"
"16","AL","031","Coffee County","0.913","0.531"
"17","AL","033","Colbert County","0.8405","0.39"
"18","AL","035","Conecuh County","0.4422","0.067"
"19","AL","037","Coosa County","0.7828","0.095"
"20","AL","039","Covington County","0.8336","0.366"
"21","AL","041","Crenshaw County","0.729","0.196"
"22","AL","043","Cullman County","0.7835","0.364"
"23","AL","045","Dale County","0.9479","0.351"
"24","AL","047","Dallas County","0.7637","0.249"
"25","AL","049","DeKalb County","0.9883","0.402"
"26","AL","051","Elmore County","0.9268","0.509"
"27","AL","053","Escambia County","0.7474","0.243"
"28","AL","055","Etowah County","0.9514","0.404"
"29","AL","057","Fayette County","0.1989","0.077"
"30","AL","059","Franklin County","0.6604","0.111"
"31","AL","061","Geneva County","0.5956","0.176"
"32","AL","063","Greene County","0.0085","0.013"
"33","AL","065","Hale County","0.5144","0.095"
"34","AL","067","Henry County","0.6405","0.107"
"35","AL","069","Houston County","0.8734","0.54"
"36","AL","071","Jackson County","0.9643","0.419"
"37","AL","073","Jefferson County","0.9906","0.532"
"38","AL","075","Lamar County","0.4309","0.095"
"39","AL","077","Lauderdale County","0.8173","0.36"
"40","AL","079","Lawrence County","0.5525","0.09"
"41","AL","081","Lee County","0.9631","0.59"
"42","AL","083","Limestone County","0.9079","0.555"
"43","AL","085","Lowndes County","0.1441","0.063"
"44","AL","087","Macon County","0.6502","0.114"
"45","AL","089","Madison County","0.9644","0.747"
"46","AL","091","Marengo County","0.1696","0.08"
"47","AL","093","Marion County","0.8241","0.315"
"48","AL","095","Marshall County","0.9598","0.561"
"49","AL","097","Mobile County","0.935","0.506"
"50","AL","099","Monroe County","0.8964","0.243"
"51","AL","101","Montgomery County","0.9749","0.637"
"52","AL","103","Morgan County","0.9167","0.589"
"53","AL","105","Perry County","0.0012","0.032"
"54","AL","107","Pickens County","0.5724","0.11"
"55","AL","109","Pike County","0.9254","0.354"
"56","AL","111","Randolph County","0.6422","0.161"
"57","AL","113","Russell County","0.8929","0.402"
"58","AL","115","St. Clair County","0.8901","0.361"
"59","AL","117","Shelby County","0.9546","0.589"
"60","AL","119","Sumter County","0.4666","0.13"
"61","AL","121","Talladega County","0.8121","0.361"
"62","AL","123","Tallapoosa County","0.9169","0.736"
"63","AL","125","Tuscaloosa County","0.9228","0.487"
"64","AL","127","Walker County","0.7725","0.306"
"65","AL","129","Washington County","0.3114","0.045"
"66","AL","131","Wilcox County","0.4144","0.098"
"67","AL","133","Winston County","0.6272","0.15"
"68","AK","013","Aleutians East Borough"," -   ","0.066"
"69","AK","016","Aleutians West Census Area"," -   ","0.023"
"70","AK","020","Anchorage Municipality","0.9969","0.753"
"71","AK","050","Bethel Census Area"," -   ","0.05"
"72","AK","060","Bristol Bay Borough"," -   ","0.054"
"73","AK","068","Denali Borough","0.5536","0.133"
"74","AK","070","Dillingham Census Area"," -   ","0.052"
"75","AK","090","Fairbanks North Star Borough","0.896","0.507"
"76","AK","100","Haines Borough","0.9186","0.089"
"77","AK","105","Hoonah-Angoon Census Area","0.25","0.203"
"78","AK","110","Juneau City and Borough","0.9927","0.571"
"79","AK","122","Kenai Peninsula Borough","0.975","0.365"
"80","AK","130","Ketchikan Gateway Borough","0.9894","0.867"
"81","AK","150","Kodiak Island Borough","0.8591","0.389"
"82","AK","164","Lake and Peninsula Borough"," -   ","0.161"
"83","AK","170","Matanuska-Susitna Borough","0.9389","0.481"
"84","AK","180","Nome Census Area","0.3515","0.038"
"85","AK","185","North Slope Borough","0.0061","0.051"
"86","AK","188","Northwest Arctic Borough","0.0081","0.039"
"87","AK","195","Petersburg Census Area","0.7971","0.716"
"88","AK","198","Prince of Wales-Hyder Census Area","0.0282","0.04"
"89","AK","220","Sitka City and Borough","0.9772","0.681"
"90","AK","230","Skagway Municipality","0.967","0.22"
"91","AK","240","Southeast Fairbanks Census Area","0.5191","0.213"
"92","AK","261","Valdez-Cordova Census Area","0.8438","0.432"
"93","AK","158","Kusilvak Census Area"," -   ","0.088"
"94","AK","275","Wrangell City and Borough","0.8961","0.448"
"95","AK","282","Yakutat City and Borough"," -   ","0.024"
"96","AK","290","Yukon-Koyukuk Census Area","0.013","0.139"
"97","AZ","001","Apache County","0.2304","0.074"
"98","AZ","003","Cochise County","0.7636","0.565"
"99","AZ","005","Coconino County","0.6975","0.407"
"100","AZ","007","Gila County","0.7391","0.463"
"101","AZ","009","Graham County","0.7606","0.535"
"102","AZ","011","Greenlee County","0.5281","0.253"
"103","AZ","012","La Paz County","0.4485","0.344"
"104","AZ","013","Maricopa County","0.9933","0.774"
"105","AZ","015","Mohave County","0.761","0.636"
"106","AZ","017","Navajo County","0.5934","0.381"
"107","AZ","019","Pima County","0.9857","0.626"
"108","AZ","021","Pinal County","0.9418","0.435"
"109","AZ","023","Santa Cruz County","0.9713","0.231"
"110","AZ","025","Yavapai County","0.9278","0.546"
"111","AZ","027","Yuma County","0.8967","0.605"
"112","AR","001","Arkansas County","0.2579","0.15"
"113","AR","003","Ashley County","0.5229","0.088"
"114","AR","005","Baxter County","0.7732","0.549"
"115","AR","007","Benton County","0.9664","0.589"
"116","AR","009","Boone County","0.9064","0.441"
"117","AR","011","Bradley County","0.6446","0.101"
"118","AR","013","Calhoun County","0.0852","0.202"
"119","AR","015","Carroll County","0.9757","0.268"
"120","AR","017","Chicot County","0.7473","0.024"
"121","AR","019","Clark County","0.8211","0.307"
"122","AR","021","Clay County","0.5947","0.164"
"123","AR","023","Cleburne County","0.5629","0.244"
"124","AR","025","Cleveland County","0.8391","0.015"
"125","AR","027","Columbia County","0.6132","0.238"
"126","AR","029","Conway County","0.4728","0.127"
"127","AR","031","Craighead County","0.8323","0.66"
"128","AR","033","Crawford County","0.8727","0.394"
"129","AR","035","Crittenden County","0.7987","0.411"
"130","AR","037","Cross County","0.5909","0.173"
"131","AR","039","Dallas County","0.574","0.059"
"132","AR","041","Desha County","0.704","0.187"
"133","AR","043","Drew County","0.7014","0.208"
"134","AR","045","Faulkner County","0.9507","0.375"
"135","AR","047","Franklin County","0.2485","0.069"
"136","AR","049","Fulton County","0.4479","0.161"
"137","AR","051","Garland County","0.9697","0.434"
"138","AR","053","Grant County","0.6828","0.246"
"139","AR","055","Greene County","0.7666","0.503"
"140","AR","057","Hempstead County","0.6645","0.216"
"141","AR","059","Hot Spring County","0.5942","0.32"
"142","AR","061","Howard County","0.2263","0.068"
"143","AR","063","Independence County","0.7302","0.511"
"144","AR","065","Izard County","0.6047","0.265"
"145","AR","067","Jackson County","0.684","0.327"
"146","AR","069","Jefferson County","0.6604","0.192"
"147","AR","071","Johnson County","0.6213","0.145"
"148","AR","073","Lafayette County","0.1662","0.021"
"149","AR","075","Lawrence County","0.5794","0.133"
"150","AR","077","Lee County","0.3209","0.061"
"151","AR","079","Lincoln County","0.3037","0.026"
"152","AR","081","Little River County","0.5075","0.087"
"153","AR","083","Logan County","0.3562","0.058"
"154","AR","085","Lonoke County","0.8615","0.462"
"155","AR","087","Madison County","0.4542","0.159"
"156","AR","089","Marion County","0.6079","0.213"
"157","AR","091","Miller County","0.9345","0.348"
"158","AR","093","Mississippi County","0.9265","0.242"
"159","AR","095","Monroe County","0.0557","0.058"
"160","AR","097","Montgomery County","0.5286","0.093"
"161","AR","099","Nevada County","0.4291","0.036"
"162","AR","101","Newton County","0.1523","0.083"
"163","AR","103","Ouachita County","0.6313","0.217"
"164","AR","105","Perry County","0.7692","0.316"
"165","AR","107","Phillips County","0.7458","0.188"
"166","AR","109","Pike County","0.5312","0.11"
"167","AR","111","Poinsett County","0.7911","0.168"
"168","AR","113","Polk County","0.6295","0.125"
"169","AR","115","Pope County","0.7953","0.484"
"170","AR","117","Prairie County","0.1371","0.057"
"171","AR","119","Pulaski County","0.9833","0.55"
"172","AR","121","Randolph County","0.5715","0.141"
"173","AR","123","St. Francis County","0.3788","0.11"
"174","AR","125","Saline County","0.916","0.409"
"175","AR","127","Scott County","0.3729","0.041"
"176","AR","129","Searcy County","0.5523","0.076"
"177","AR","131","Sebastian County","0.9589","0.517"
"178","AR","133","Sevier County","0.7977","0.084"
"179","AR","135","Sharp County","0.4534","0.214"
"180","AR","137","Stone County","0.415","0.11"
"181","AR","139","Union County","0.68","0.358"
"182","AR","141","Van Buren County","0.4466","0.079"
"183","AR","143","Washington County","0.9637","0.559"
"184","AR","145","White County","0.7168","0.238"
"185","AR","147","Woodruff County","0.2733","0.033"
"186","AR","149","Yell County","0.8641","0.302"
"187","CA","001","Alameda County","0.9993","0.731"
"188","CA","003","Alpine County","0.1825","0.077"
"189","CA","005","Amador County","0.9759","0.352"
"190","CA","007","Butte County","0.9865","0.636"
"191","CA","009","Calaveras County","0.9634","0.442"
"192","CA","011","Colusa County","0.8357","0.119"
"193","CA","013","Contra Costa County","0.9924","0.773"
"194","CA","015","Del Norte County","0.9359","0.799"
"195","CA","017","El Dorado County","0.9834","0.549"
"196","CA","019","Fresno County","0.9964","0.522"
"197","CA","021","Glenn County","0.9681","0.165"
"198","CA","023","Humboldt County","0.9473","0.563"
"199","CA","025","Imperial County","0.8569","0.644"
"200","CA","027","Inyo County","0.8984","0.435"
"201","CA","029","Kern County","0.9618","0.537"
"202","CA","031","Kings County","0.9986","0.455"
"203","CA","033","Lake County","0.934","0.351"
"204","CA","035","Lassen County","0.9136","0.207"
"205","CA","037","Los Angeles County","0.9955","0.734"
"206","CA","039","Madera County","0.997","0.36"
"207","CA","041","Marin County","0.9831","0.619"
"208","CA","043","Mariposa County","0.8265","0.102"
"209","CA","045","Mendocino County","0.8964","0.394"
"210","CA","047","Merced County","0.9996","0.474"
"211","CA","049","Modoc County","0.4529","0.089"
"212","CA","051","Mono County","0.8383","0.658"
"213","CA","053","Monterey County","0.9894","0.575"
"214","CA","055","Napa County","0.9891","0.637"
"215","CA","057","Nevada County","0.9671","0.419"
"216","CA","059","Orange County","0.9862","0.854"
"217","CA","061","Placer County","0.9864","0.718"
"218","CA","063","Plumas County","0.9618","0.179"
"219","CA","065","Riverside County","0.9751","0.793"
"220","CA","067","Sacramento County","0.982","0.777"
"221","CA","069","San Benito County","0.9882","0.643"
"222","CA","071","San Bernardino County","0.9688","0.771"
"223","CA","073","San Diego County","0.9807","0.761"
"224","CA","075","San Francisco County","1","0.58"
"225","CA","077","San Joaquin County","0.9992","0.648"
"226","CA","079","San Luis Obispo County","0.9519","0.658"
"227","CA","081","San Mateo County","1","0.772"
"228","CA","083","Santa Barbara County","0.942","0.647"
"229","CA","085","Santa Clara County","1","0.849"
"230","CA","087","Santa Cruz County","1","0.615"
"231","CA","089","Shasta County","0.9361","0.602"
"232","CA","091","Sierra County","0.6599","0.077"
"233","CA","093","Siskiyou County","0.8612","0.222"
"234","CA","095","Solano County","0.9488","0.771"
"235","CA","097","Sonoma County","0.9679","0.687"
"236","CA","099","Stanislaus County","1","0.58"
"237","CA","101","Sutter County","0.9932","0.755"
"238","CA","103","Tehama County","0.9803","0.192"
"239","CA","105","Trinity County","0.2484","0.168"
"240","CA","107","Tulare County","0.9948","0.462"
"241","CA","109","Tuolumne County","0.9936","0.443"
"242","CA","111","Ventura County","0.9857","0.827"
"243","CA","113","Yolo County","0.9406","0.665"
"244","CA","115","Yuba County","0.9953","0.551"
"245","CO","001","Adams County","0.9932","0.911"
"246","CO","003","Alamosa County","0.9974","0.459"
"247","CO","005","Arapahoe County","0.998","0.777"
"248","CO","007","Archuleta County","0.878","0.688"
"249","CO","009","Baca County","0.3432","0.271"
"250","CO","011","Bent County","0.38","0.357"
"251","CO","013","Boulder County","0.9754","0.803"
"252","CO","014","Broomfield County","0.9837","0.976"
"253","CO","015","Chaffee County","0.888","0.437"
"254","CO","017","Cheyenne County","0.5483","0.139"
"255","CO","019","Clear Creek County","0.901","0.191"
"256","CO","021","Conejos County","0.9985","0.081"
"257","CO","023","Costilla County","0.9552","0.325"
"258","CO","025","Crowley County","0.425","0.103"
"259","CO","027","Custer County","0.5152","0.039"
"260","CO","029","Delta County","0.9949","0.559"
"261","CO","031","Denver County","1","0.782"
"262","CO","033","Dolores County","0.291","0.125"
"263","CO","035","Douglas County","1","0.81"
"264","CO","037","Eagle County","0.9305","0.671"
"265","CO","039","Elbert County","1","0.275"
"266","CO","041","El Paso County","0.981","0.833"
"267","CO","043","Fremont County","0.8528","0.657"
"268","CO","045","Garfield County","0.9971","0.51"
"269","CO","047","Gilpin County","0.8768","0.436"
"270","CO","049","Grand County","0.8474","0.482"
"271","CO","051","Gunnison County","0.9058","0.522"
"272","CO","053","Hinsdale County","0.8341","0.106"
"273","CO","055","Huerfano County","0.7149","0.178"
"274","CO","057","Jackson County","0.8556","0.102"
"275","CO","059","Jefferson County","0.9955","0.67"
"276","CO","061","Kiowa County","0.5512","0.04"
"277","CO","063","Kit Carson County","0.9779","0.21"
"278","CO","065","Lake County","0.9204","0.368"
"279","CO","067","La Plata County","0.9798","0.409"
"280","CO","069","Larimer County","0.9387","0.689"
"281","CO","071","Las Animas County","0.7158","0.494"
"282","CO","073","Lincoln County","0.552","0.326"
"283","CO","075","Logan County","0.9275","0.528"
"284","CO","077","Mesa County","0.9662","0.625"
"285","CO","079","Mineral County","0.8921","0.551"
"286","CO","081","Moffat County","0.9484","0.618"
"287","CO","083","Montezuma County","0.8434","0.264"
"288","CO","085","Montrose County","0.9456","0.691"
"289","CO","087","Morgan County","0.8946","0.595"
"290","CO","089","Otero County","0.8535","0.63"
"291","CO","091","Ouray County","0.9653","0.205"
"292","CO","093","Park County","0.9161","0.24"
"293","CO","095","Phillips County","1","0.548"
"294","CO","097","Pitkin County","0.979","0.766"
"295","CO","099","Prowers County","0.7019","0.236"
"296","CO","101","Pueblo County","0.9628","0.608"
"297","CO","103","Rio Blanco County","0.7244","0.591"
"298","CO","105","Rio Grande County","0.9886","0.29"
"299","CO","107","Routt County","0.9596","0.495"
"300","CO","109","Saguache County","0.8003","0.203"
"301","CO","111","San Juan County","0.6552","0.288"
"302","CO","113","San Miguel County","0.7115","0.522"
"303","CO","115","Sedgwick County","0.8243","0.243"
"304","CO","117","Summit County","0.8957","0.682"
"305","CO","119","Teller County","0.8689","0.358"
"306","CO","121","Washington County","0.8225","0.182"
"307","CO","123","Weld County","0.9532","0.677"
"308","CO","125","Yuma County","0.9866","0.313"
"309","CT","001","Fairfield County","0.9932","0.707"
"310","CT","003","Hartford County","0.9904","0.675"
"311","CT","005","Litchfield County","0.9914","0.641"
"312","CT","007","Middlesex County","0.994","0.631"
"313","CT","009","New Haven County","0.9977","0.661"
"314","CT","011","New London County","0.9881","0.71"
"315","CT","013","Tolland County","0.9735","0.736"
"316","CT","015","Windham County","0.9962","0.586"
"317","DE","0001","Kent County","0.9626","0.733"
"318","DE","0003","New Castle County","0.9796","0.788"
"319","DE","0005","Sussex County","0.9861","0.658"
"320","DC","1001","District of Columbia","0.9796","0.658"
"321","FL","2001","Alachua County","0.8639","0.574"
"322","FL","2003","Baker County","0.8448","0.391"
"323","FL","2005","Bay County","0.9393","0.694"
"324","FL","2007","Bradford County","0.5327","0.273"
"325","FL","2009","Brevard County","0.9951","0.776"
"326","FL","2011","Broward County","0.9815","0.802"
"327","FL","2013","Calhoun County","0.9407","0.104"
"328","FL","2015","Charlotte County","0.9728","0.679"
"329","FL","2017","Citrus County","0.9404","0.627"
"330","FL","2019","Clay County","0.9307","0.782"
"331","FL","2021","Collier County","0.953","0.72"
"332","FL","2023","Columbia County","0.8251","0.462"
"333","FL","2027","DeSoto County","1","0.105"
"334","FL","2029","Dixie County","0.0078","0.041"
"335","FL","2031","Duval County","1","0.802"
"336","FL","2033","Escambia County","0.9543","0.711"
"337","FL","2035","Flagler County","0.9632","0.878"
"338","FL","2037","Franklin County","0.8336","0.398"
"339","FL","2039","Gadsden County","0.9103","0.186"
"340","FL","2041","Gilchrist County","0.2821","0.049"
"341","FL","2043","Glades County","0.6469","0.063"
"342","FL","2045","Gulf County","0.9195","0.405"
"343","FL","2047","Hamilton County","0.7198","0.088"
"344","FL","2049","Hardee County","1","0.109"
"345","FL","2051","Hendry County","0.7638","0.334"
"346","FL","2053","Hernando County","0.9777","0.772"
"347","FL","2055","Highlands County","1","0.419"
"348","FL","2057","Hillsborough County","0.997","0.782"
"349","FL","2059","Holmes County","0.3422","0.095"
"350","FL","2061","Indian River County","1","0.715"
"351","FL","2063","Jackson County","0.5988","0.173"
"352","FL","2065","Jefferson County","0.3081","0.079"
"353","FL","2067","Lafayette County","0.6073","0.165"
"354","FL","2069","Lake County","0.9216","0.79"
"355","FL","2071","Lee County","0.9135","0.725"
"356","FL","2073","Leon County","0.9652","0.571"
"357","FL","2075","Levy County","0.1399","0.063"
"358","FL","2077","Liberty County","0.6755","0.137"
"359","FL","2079","Madison County","0.5728","0.114"
"360","FL","2081","Manatee County","0.9935","0.821"
"361","FL","2083","Marion County","0.9203","0.547"
"362","FL","2085","Martin County","0.9732","0.695"
"363","FL","2086","Miami-Dade County","0.9649","0.681"
"364","FL","2087","Monroe County","0.9614","0.733"
"365","FL","2089","Nassau County","0.9275","0.688"
"366","FL","2091","Okaloosa County","0.9293","0.769"
"367","FL","2093","Okeechobee County","1","0.381"
"368","FL","2095","Orange County","1","0.831"
"369","FL","2097","Osceola County","1","0.906"
"370","FL","2099","Palm Beach County","0.9694","0.718"
"371","FL","2101","Pasco County","0.9859","0.773"
"372","FL","2103","Pinellas County","0.9993","0.71"
"373","FL","2105","Polk County","0.9537","0.674"
"374","FL","2107","Putnam County","0.8297","0.341"
"375","FL","2109","St. Johns County","1","0.856"
"376","FL","2111","St. Lucie County","0.9437","0.7"
"377","FL","2113","Santa Rosa County","0.8827","0.635"
"378","FL","2115","Sarasota County","0.9889","0.776"
"379","FL","2117","Seminole County","1","0.735"
"380","FL","2119","Sumter County","0.9317","0.565"
"381","FL","2121","Suwannee County","0.8819","0.207"
"382","FL","2123","Taylor County","0.713","0.31"
"383","FL","2125","Union County","0.7205","0.451"
"384","FL","2127","Volusia County","1","0.689"
"385","FL","2129","Wakulla County","0.9233","0.387"
"386","FL","2131","Walton County","0.8154","0.627"
"387","FL","2133","Washington County","0.3113","0.129"
"388","GA","3001","Appling County","0.5103","0.19"
"389","GA","3003","Atkinson County","0.6438","0.11"
"390","GA","3005","Bacon County","0.7784","0.496"
"391","GA","3007","Baker County","0.0329","0.022"
"392","GA","3009","Baldwin County","0.962","0.612"
"393","GA","3011","Banks County","0.8324","0.249"
"394","GA","3013","Barrow County","0.9865","0.763"
"395","GA","3015","Bartow County","0.9425","0.498"
"396","GA","3017","Ben Hill County","0.9252","0.758"
"397","GA","3019","Berrien County","0.8592","0.136"
"398","GA","3021","Bibb County","0.9732","0.581"
"399","GA","3023","Bleckley County","0.5383","0.28"
"400","GA","3025","Brantley County","0.9941","0.327"
"401","GA","3027","Brooks County","0.8345","0.211"
"402","GA","3029","Bryan County","0.9513","0.806"
"403","GA","3031","Bulloch County","1","0.575"
"404","GA","3033","Burke County","0.722","0.241"
"405","GA","3035","Butts County","0.7959","0.206"
"406","GA","3037","Calhoun County","0.2488","0.072"
"407","GA","3039","Camden County","0.9246","0.674"
"408","GA","3043","Candler County","1","0.875"
"409","GA","3045","Carroll County","0.9271","0.447"
"410","GA","3047","Catoosa County","0.9899","0.485"
"411","GA","3049","Charlton County","0.726","0.085"
"412","GA","3051","Chatham County","0.9844","0.727"
"413","GA","3053","Chattahoochee County","0.5456","0.755"
"414","GA","3055","Chattooga County","0.9781","0.145"
"415","GA","3057","Cherokee County","0.974","0.841"
"416","GA","3059","Clarke County","0.9942","0.639"
"417","GA","3061","Clay County","0.6524","0.067"
"418","GA","3063","Clayton County","0.9824","0.877"
"419","GA","3065","Clinch County","0.7067","0.113"
"420","GA","3067","Cobb County","0.9796","0.778"
"421","GA","3069","Coffee County","0.9187","0.481"
"422","GA","3071","Colquitt County","0.8958","0.538"
"423","GA","3073","Columbia County","0.9832","0.853"
"424","GA","3075","Cook County","0.8466","0.16"
"425","GA","3077","Coweta County","0.959","0.743"
"426","GA","3079","Crawford County","0.9353","0.156"
"427","GA","3081","Crisp County","0.8039","0.354"
"428","GA","3083","Dade County","0.9286","0.379"
"429","GA","3085","Dawson County","0.9108","0.455"
"430","GA","3087","Decatur County","0.6635","0.288"
"431","GA","3089","DeKalb County","0.9869","0.756"
"432","GA","3091","Dodge County","0.6748","0.139"
"433","GA","3093","Dooly County","0.5515","0.084"
"434","GA","3095","Dougherty County","0.9737","0.591"
"435","GA","3097","Douglas County","0.9761","0.78"
"436","GA","3099","Early County","0.5383","0.156"
"437","GA","3101","Echols County","0.0002","0.034"
"438","GA","3103","Effingham County","0.9677","0.648"
"439","GA","3105","Elbert County","0.8497","0.267"
"440","GA","3107","Emanuel County","0.9467","0.309"
"441","GA","3109","Evans County","0.8232","0.257"
"442","GA","3111","Fannin County","0.9205","0.432"
"443","GA","3113","Fayette County","0.9807","0.882"
"444","GA","3115","Floyd County","0.9426","0.485"
"445","GA","3117","Forsyth County","0.9906","0.92"
"446","GA","3119","Franklin County","0.8482","0.148"
"447","GA","3121","Fulton County","0.9837","0.744"
"448","GA","3123","Gilmer County","0.8201","0.521"
"449","GA","3125","Glascock County","0.0101","0.033"
"450","GA","3127","Glynn County","0.9669","0.693"
"451","GA","3129","Gordon County","0.9226","0.367"
"452","GA","3131","Grady County","0.839","0.264"
"453","GA","3133","Greene County","0.7104","0.561"
"454","GA","3135","Gwinnett County","0.9903","0.935"
"455","GA","3137","Habersham County","0.9594","0.574"
"456","GA","3139","Hall County","0.9786","0.567"
"457","GA","3141","Hancock County","0.1275","0.1"
"458","GA","3143","Haralson County","1","0.135"
"459","GA","3145","Harris County","0.8671","0.244"
"460","GA","3147","Hart County","0.9703","0.414"
"461","GA","3149","Heard County","0.5978","0.117"
"462","GA","3151","Henry County","0.9954","0.891"
"463","GA","3153","Houston County","0.9397","0.749"
"464","GA","3155","Irwin County","0.6125","0.214"
"465","GA","3157","Jackson County","0.9398","0.645"
"466","GA","3159","Jasper County","0.6094","0.149"
"467","GA","3161","Jeff Davis County","0.6241","0.182"
"468","GA","3163","Jefferson County","0.0882","0.082"
"469","GA","3165","Jenkins County","0.8228","0.09"
"470","GA","3167","Johnson County","0.3034","0.149"
"471","GA","3169","Jones County","0.8682","0.445"
"472","GA","3171","Lamar County","0.726","0.118"
"473","GA","3173","Lanier County","0.8538","0.13"
"474","GA","3175","Laurens County","0.712","0.387"
"475","GA","3177","Lee County","0.8914","0.526"
"476","GA","3179","Liberty County","0.9394","0.448"
"477","GA","3181","Lincoln County","0.9999","0.287"
"478","GA","3183","Long County","0.8439","0.217"
"479","GA","3185","Lowndes County","0.8169","0.534"
"480","GA","3187","Lumpkin County","0.8909","0.425"
"481","GA","3189","McDuffie County","0.8201","0.207"
"482","GA","3191","McIntosh County","0.97","0.359"
"483","GA","3193","Macon County","0.7509","0.279"
"484","GA","3195","Madison County","0.9165","0.153"
"485","GA","3197","Marion County","0.7152","0.069"
"486","GA","3199","Meriwether County","0.5331","0.281"
"487","GA","3201","Miller County","0.1072","0.187"
"488","GA","3205","Mitchell County","0.59","0.169"
"489","GA","3207","Monroe County","0.5259","0.2"
"490","GA","3209","Montgomery County","0.501","0.119"
"491","GA","3211","Morgan County","0.467","0.176"
"492","GA","3213","Murray County","0.9859","0.427"
"493","GA","3215","Muscogee County","0.9897","0.715"
"494","GA","3217","Newton County","0.97","0.662"
"495","GA","3219","Oconee County","0.9145","0.304"
"496","GA","3221","Oglethorpe County","0.8024","0.084"
"497","GA","3223","Paulding County","0.9866","0.764"
"498","GA","3225","Peach County","0.6781","0.289"
"499","GA","3227","Pickens County","0.9341","0.532"
"500","GA","3229","Pierce County","0.8106","0.233"
"501","GA","3231","Pike County","0.4435","0.058"
"502","GA","3233","Polk County","0.9682","0.421"
"503","GA","3235","Pulaski County","0.7113","0.427"
"504","GA","3237","Putnam County","0.8868","0.35"
"505","GA","3239","Quitman County","0.6327","0.038"
"506","GA","3241","Rabun County","0.9082","0.204"
"507","GA","3243","Randolph County","0.7904","0.155"
"508","GA","3245","Richmond County","0.9595","0.609"
"509","GA","3247","Rockdale County","0.9849","0.873"
"510","GA","3249","Schley County","0.7675","0.183"
"511","GA","3251","Screven County","0.9958","0.582"
"512","GA","3253","Seminole County","0.7815","0.118"
"513","GA","3255","Spalding County","0.9541","0.573"
"514","GA","3257","Stephens County","0.9469","0.522"
"515","GA","3259","Stewart County","0.0082","0.047"
"516","GA","3261","Sumter County","0.728","0.31"
"517","GA","3263","Talbot County","0.7977","0.057"
"518","GA","3265","Taliaferro County","0.9102","0.001"
"519","GA","3267","Tattnall County","0.7786","0.169"
"520","GA","3269","Taylor County","0.8304","0.13"
"521","GA","3271","Telfair County","0.8052","0.144"
"522","GA","3273","Terrell County","0.7809","0.197"
"523","GA","3275","Thomas County","0.8826","0.411"
"524","GA","3277","Tift County","0.8697","0.714"
"525","GA","3279","Toombs County","0.7742","0.315"
"526","GA","3281","Towns County","0.9779","0.569"
"527","GA","3283","Treutlen County","0.1284","0.028"
"528","GA","3285","Troup County","0.9449","0.633"
"529","GA","3287","Turner County","0.7282","0.174"
"530","GA","3289","Twiggs County","0.4504","0.095"
"531","GA","3291","Union County","0.9608","0.463"
"532","GA","3293","Upson County","0.9401","0.759"
"533","GA","3295","Walker County","0.967","0.608"
"534","GA","3297","Walton County","0.9245","0.704"
"535","GA","3299","Ware County","0.8648","0.499"
"536","GA","3301","Warren County","0.0019","0.049"
"537","GA","3303","Washington County","0.6722","0.269"
"538","GA","3305","Wayne County","0.8181","0.347"
"539","GA","3307","Webster County","0.4611","0.119"
"540","GA","3309","Wheeler County","0.5585","0.062"
"541","GA","3311","White County","0.9401","0.481"
"542","GA","3313","Whitfield County","1","0.694"
"543","GA","3315","Wilcox County","0.6696","0.107"
"544","GA","3317","Wilkes County","1","0.321"
"545","GA","3319","Wilkinson County","0.7018","0.146"
"546","GA","3321","Worth County","0.6566","0.119"
"547","HI","5001","Hawaii County","0.9336","0.499"
"548","HI","5003","Honolulu County","0.9933","0.811"
"549","HI","5005","Kalawao County","0.1977","0.221"
"550","HI","5007","Kauai County","0.9505","0.622"
"551","HI","5009","Maui County","0.9621","0.606"
"552","ID","6001","Ada County","0.9914","0.86"
"553","ID","6003","Adams County","0.5571","0.085"
"554","ID","6005","Bannock County","0.9498","0.586"
"555","ID","6007","Bear Lake County","0.7388","0.336"
"556","ID","6009","Benewah County","0.7611","0.062"
"557","ID","6011","Bingham County","0.9846","0.229"
"558","ID","6013","Blaine County","0.9204","0.61"
"559","ID","6015","Boise County","0.6613","0.1"
"560","ID","6017","Bonner County","0.9975","0.338"
"561","ID","6019","Bonneville County","0.9799","0.754"
"562","ID","6021","Boundary County","0.9821","0.153"
"563","ID","6023","Butte County","0.645","0.184"
"564","ID","6025","Camas County","0.9747","0.017"
"565","ID","6027","Canyon County","0.999","0.534"
"566","ID","6029","Caribou County","0.8064","0.567"
"567","ID","6031","Cassia County","0.9754","0.404"
"568","ID","6033","Clark County","0.9278","0.192"
